Pico001,1000000,Long Corporation,6290000,https://pico.vn/41046/may-giat-toshiba-8-kg-awk905dvsg--mau-ghi.html,WashingMachine,human
Pico00143,Oppo F7 - CPH1819 Red,Oppo,3690000,https://pico.vn/37544/dien-thoai-di-dong-oppo-f7-do--cph1819-red.html,MobilePhone,Red
Pico00144,Nokia 6 2018 Đen,Nokia,2990000,https://pico.vn/37525/dien-thoai-di-dong-nokia-61-ta1043-ds-332-vn-black11pl2b21a06.html,MobilePhone,Black
Pico00145,Nokia 7 Plus NK1046 Đen,Nokia,4490000,https://pico.vn/37489/dien-thoai-di-dong-nokia-7-plus-ta1046-ds-464-vn-black-copper-mau-den.html,MobilePhone,Black
Pico00146, Samsung Galaxy S9 Tím ,Samsung,17990000,https://pico.vn/37178/dien-thoai-di-dong-samsung-g965-tim--purple---galaxy-s9.html,MobilePhone,Purple
Pico00147,Samsung Galaxy S9+ Purple,Samsung,19900000,https://pico.vn/37172/dien-thoai-di-dong-samsung-g965-tim--purple---galaxy-s9.html,MobilePhone,Purple
Pico00148,Samsung Galaxy S9 Plus Đen,Samsung,19900000,https://pico.vn/37060/dien-thoai-di-dong-samsung-g965-den--galaxy-s9.html,MobilePhone,Black
Pico00149,Samsung Galaxy A8 Plus 2018 Tím Khói,Samsung,5490000,https://pico.vn/37015/dien-thoai-di-dong-samsung-a730-mau-tim-khoi--galaxy-a8-plus-2018.html,MobilePhone,Purple
Pico00150,Samsung Galaxy Note 8 Tím Khói,Samsung,14990000,https://pico.vn/37012/dien-thoai-di-dong-samsung-n950-orchid-gray-tim-khoi--galaxy-note-8.html,MobilePhone,Purple
Pico00151,Samsung Galaxy A8 2018 Tím Khói,Samsung,6990000,https://pico.vn/37011/dien-thoai-di-dong-samsung-a530-mau-tim-khoi--galaxy-a8-2018.html,MobilePhone,Purple
Pico00152,OPPO CPH1729 A83 Đen,Oppo,2490000,https://pico.vn/36959/dien-thoai-di-dong-oppo-cph1729--a83-den.html,MobilePhone,Black
Pico00153,Samsung Galaxy A8 Plus Đen,Samsung,5490000,https://pico.vn/36890/dien-thoai-di-dong-samsung-a730-mau-den--galaxy-a8-plus-2018.html,MobilePhone,Black
Pico00154,Samsung Galaxy A8 Plus Vàng,Samsung,5490000,https://pico.vn/36889/dien-thoai-di-dong-samsung-a730-mau-vang--galaxy-a8-plus-2018.html,MobilePhone,Yellow
Pico00155,Samsung Galaxy A8 2018 Vàng,Samsung,6990000,https://pico.vn/36888/dien-thoai-di-dong-samsung-a530-mau-vang--galaxy-a8-2018.html,MobilePhone,Yellow
Pico00156,Iphone X 64GB Silver,iPhone,20990000,https://pico.vn/36837/dien-thoai-di-dong-iphone-x-64gb-silver-a1865mqa62zpa.html,MobilePhone,Silver
Pico00157,Điện Thoại Di Động Nokia 130 Màu Đen,Nokia,519000,https://pico.vn/36449/dien-thoai-di-dong-nokia-130-mau-den--new-model-2017.html,MobilePhone,Black
Pico00158,Oppo A71 Đen Ram 3Gb/16Gb,Oppo,2190000,https://pico.vn/36351/dien-thoai-di-dong-oppo-a71--cph1717-mau-den.html,MobilePhone,Black
Pico00159,OPPO A71 Vàng Ram 3Gb/16Gb,Oppo,2190000,https://pico.vn/36350/dien-thoai-di-dong-oppo-a71--cph1717-mau-vang.html,MobilePhone,Yellow
Pico00160,Laptop HP 14s-cf0096TU (6ZF41PA )Pentium N5000,HP,7799000,https://pico.vn/41145/may-tinh-xach-tay-hp-14scf0096tu-n50004gb1tb14-hdumawin10sliver1y6zf41pa.html,Laptop,no color,14'
Pico00161,Laptop HP Pavilion 14-ce3014TU 8QP03PA,HP,13299000,https://pico.vn/41087/may-tinh-xach-tay-hp-pavilion--14ce3014tui31005g14gb256gb-ssd14-fhdumawin10gold1y8qp03pa.html,Laptop,Gold,14'
Pico00162,Laptop Asus X509JA-EJ021T Core i5-1035G1 Bạc,Asus,14499000,https://pico.vn/41082/mtxt--asus-x509jaej021t---i51035g14gb512gbssduma156fhdwin-10bacfp2yw.html,Laptop,Silver,14'
Pico00163,Laptop Asus X509JA-EJ020T Core i5-1035G1 Bạc,Asus,13499000,https://pico.vn/41081/mtxt--asus-x509jaej020t---i51035g14gb1tbuma156fhdwin-10bacfp2yw.html,Laptop,Silver,14'
Pico00164,Laptop ASUS X409JA-EK014T Core i5-1035G1,Asus,14499000,https://pico.vn/41079/laptop--asus-x409jaek014t-i51035g14gb512gbssd140fhdfpbacw10sl2ys.html,Laptop,no color,14'
Pico00165,Laptop Lenovo IdeaPad S145-14API Ryzen 5 3500U Grey,Lenovo,11499000,https://pico.vn/41076/mtxt--lenovo-ideapad-s14514api--ryzen-5-3500u4gb256gbssd14-fhdwin10hgrey1y-wty81uv005avn.html,Laptop,Grey,14'
Pico00166,Laptop HP 15S-DU0126TU Core i3-8130U,HP,10499000,https://pico.vn/41061/mtxt-hp-15sdu0126tu--i38130u4gb256gbssd156hdwin10hsilver1yr1v888pa.html,Laptop,Silver,14'
Pico00167,Laptop Dell Inspiron N3593A-P75F013 Core i3-1005G1 Black,Dell,12499000,https://pico.vn/41044/mtxt-dell--inspiron-n3593ap75f013--i31005g1-4gb1tb156-fhd-w10black1y.html,Laptop,Black,14'
Pico00168,Laptop Dell Inspiron N3593B P75F013 Core i5-1035G1 Black,Dell,14199000,https://pico.vn/41035/mtxt--dell-inspiron-n3593b--i51035g14gb1tb156-fhdwin-10hblack1yrp75f013.html,Laptop,Black,14'
Pico00169,Laptop HP Pavilion 15-cs3063TX Core i7-1065G7,HP,22499000,https://pico.vn/40993/laptop-hp-pavilion-15cs3063tx-i71065g78gb512gbssd156fhdvangw101yr2gbmx2508rk42pa.html,Laptop,no color,15'
Pico00170,Laptop Dell Inspiron 3593 70197457 Core i5-1035G1 Black,Dell,14999000,https://pico.vn/40989/mtxt--dell-inspiron-3593--i51035g14gb1tbdvdrw2gbmx230156-fhd-w10hblack701974571yr.html,Laptop,Black,14'
Pico00171,Laptop Dell Inspiron 14 N3493-WTW3M1 Core i3-1005G1 Bạc,Dell,11499000,https://pico.vn/40962/laptop-dell-inspiron-14-n3493wtw3m1--i31005g14gb1tb140hdbacw10slpresup1y.html,Laptop,Silver,14'
Pico00172,Laptop HP Pavilion 14-CE3026TU Core i5-1035G1,HP,17399000,https://pico.vn/40959/mtxt--hp-pavilion-14ce3026tu-i51035g18gb512gbssd14fhd3celwin10hgold1y-wty8wh93pa.html,Laptop,Gold,14'
Pico00173,Laptop Asus A512FA-EJ1281T Core i5-10210U,Asus,17099000,https://pico.vn/40950/laptop-asus-a512faej1281t-i510210u8gb512gbssd156-fhdwin10silver2-yrs.html,Laptop,Silver,14'
Pico00174,Laptop Asus A412FA-EK734T Core i5-10210U,Asus,16799000,https://pico.vn/40949/laptop-asus-a412faek734t-i510210u8gb512gbssd14-fhdwin10silver2-yrs.html,Laptop,Silver,14'
Pico00175,Laptop HP 15s-du0116TU 8TW28PA Core i3-7020U Silver,HP,10899000,https://pico.vn/40939/mtxt-hp-15sdu0116tu--i37020u4gb256gbssd156-fhdw10hsilver1yr8tw28pa.html,Laptop,Silver,14'
Pico00176,Laptop HP Envy 13-AQ1022TU Core i5-10210U,HP,21999000,https://pico.vn/40938/mtxt--hp-envy-13aq1022tu--i510210u8gb512gb-ssd133fhd4cellwin10hgold1y8qn69pa.html,Laptop,Gold,13'
Pico00177,Laptop Dell Vostro 15 V3590 Core i3 - 10110U Black,Dell,12399000,https://pico.vn/40937/laptop-dell-vostro-15-v3590-i3--10110u4gb-1tb156-fhdw10dvdrwfp1yv5i3505wblack.html,Laptop,Black,14'
Pico00178,Laptop Asus TP412FA-EC269T Core i3-8145U,Asus,12499000,https://pico.vn/40936/mtxt-asus-tp412faec269t-i38145u4gb512gssd14fhd-touch-w10mau-xambut-cam-ung-fpled-kb2ys.html,Laptop,no color,14'
Pico00179,Laptop Asus D509DA-EJ285T Ryzen 3-3200U,Asus,10299000,https://pico.vn/40935/laptop-asus-d509daej285t--ryzen-33200u4gb256gbvgavega-3156fhdwin10xam2ys.html,Laptop,no color,14'
Pico00180,Laptop Dell INS15 7591 N5I5591W Core i5 - 9300H Silver,Dell,24999000,https://pico.vn/40934/mtxt-dell-ins15-7591--i5--9300h8gb256gbssd156fhd-3gbvgaw10n5i5591wsilver1y.html,Laptop,Silver,14'
Pico00181,Laptop Lenovo IdeaPad S340-81VV003TVN Core i3-1005G1,Lenovo,13299000,https://pico.vn/40932/mtxt--lenovo-ideapad-s34081vv003tvn--i31005g14gb512gb14-fhdwin-10-hplatinum-grey-1yr.html,Laptop,Grey,14'
Pico00182,Laptop HP Pavilion 15-cs3015TU Core i5-1035G1,HP,15499000,https://pico.vn/40931/laptop-hp-pavilion-15cs3015tu--i51035g14gb256gbssd156fhdalupxamw10sl1yr8qp15pa.html,Laptop,no color,15'
Pico00183,Laptop HP 15s-du0059TU Pentium N5000 (6ZF65PA),HP,7999000,https://pico.vn/40863/mtxt-hp-15sdu0059tu-pentium-n5000--4gb1tbdvd156hdwin10silver1y6zf65pa.html,Laptop,Silver,14'
Pico00184,Laptop HP HP250G7-9FN02PA Core i3-7020U Xám,HP,9499000,https://pico.vn/40842/laptop--hp-250-g7---i37020u4gb256gbssd156hdxamwin10h9fn02pa.html,Laptop,Grey,14'
Pico00185,Laptop HP 15s-fq1022TU 8VY75PA Core i7-1065G7 Silver,HP,17499000,https://pico.vn/40838/mtxt-hp-15sfq1022tu--i71065g7-8gb512gbssd156fhdwin10hsilver1yr8vy75pa.html,Laptop,Silver,14'
Pico00186,Laptop HP Pavilion 15-cs3061TX Core i5-1035G1 (8RE83PA),HP,18299000,https://pico.vn/40836/laptop-hp-pavilion-15cs3061tx-i51035g18gb512gbssd156fhdxamw10sl1yr2gbmx2508re83pa.html,Laptop,no color,15'
Pico00187,Laptop HP Pavilion 15-cs3014TU Core i5-1035G1 (8QP20PA),HP,15499000,https://pico.vn/40835/laptop-hp-pavilion-15cs3014tu--i51035g14gb256gbssd156fhdalupvangw10sl1yr8qp20pa.html,Laptop,no color,15'
Pico00188,Laptop HP Pavilion 15-cs3008TU Core i3-1005G1 (8QP02PA ),HP,13499000,https://pico.vn/40833/laptop-hp-pavilion-15cs3008tu--i31005g14gb256gbssd156fhdalupvangw10sl1yr8qp02pa.html,Laptop,no color,15'
Pico00189,Laptop HP Pavilion 15-cs3010TU 8QN78PA Core i3-1005G1 Xám,HP,13499000,https://pico.vn/40831/laptop-hp-pavilion-15cs3010tu--i31005g14gb256gbssd156fhd3c41whralupxamw10sl1yr8qn78pa.html,Laptop,Grey,15'
Pico00190,Laptop HP Pavilion 15-cs3011TU 8QN96PA Core i5-1035G1 Xám,HP,17399000,https://pico.vn/40830/laptop-hp-pavilion-15cs3011tu--i51035g18gb512gbssd156fhdalupxamw10sl1yr8qn96pa.html,Laptop,Grey,15'
Pico00191,Laptop HP 15s-du0114TU(8WE69PA) Core i3-7020U Silver,HP,10499000,https://pico.vn/40780/mtxt-hp-15sdu0114tu--i37020u4gb256gbssd156hdwin10hsilver1yr8we69pa.html,Laptop,Silver,14'
Pico00192,Laptop Lenovo Ideapad S145-81W8001YVN Core i5-1035G1,Lenovo,13999000,https://pico.vn/40734/mtxt-lenovo-ideapad-s14515iwl--i51035g14gb256gbssd156-fhdwin10hgrey1y81w8001yvn.html,Laptop,Grey,14'
Pico00193,Laptop Lenovo IdeaPad S145-14IIL 81W6001GVN Core i3-1005G1,Lenovo,10999000,https://pico.vn/40721/mtxt-lenovo-ideapad-s14514iil-i31005g14gb256gbssd14-fhdwin10hgrey1y81w6001gvn.html,Laptop,Grey,14'
Pico00194,Laptop Lenovo Legion Y540-81SY0037VN Core i5-9300H,Lenovo,20999000,https://pico.vn/40715/mtxt-lenovo-legion-y54015irh-i59300h8gb-1tb128gbgtx16504gb156fhddos1y81sy0037vn.html,Laptop,no color,14'
Pico00195,Laptop Dell Vostro V3590- GRMGK1 Core i5-10210U Đen,Dell,14899000,https://pico.vn/40710/laptop--dell-vostro-15-v3590grmgk1-i510210u4gb1tbdvdrw156fhdfpbtdenw10slprosup1y.html,Laptop,Black,14'
Pico00196,Laptop Dell Inspiron N5593A-P90F002 Core i7-1065UG7 Silver,Dell,23999000,https://pico.vn/40709/mtxt--inspiron-n5593ap90f002silver-i71065ug7-8gb-512gbssd4gbvga-156-fhd-w101yr.html,Laptop,Silver,14'
Pico00197,Laptop Dell Vostro 5490 V4I3101W Core i3 - 10110U Urban Gray,Dell,14499000,https://pico.vn/40630/mtxt--dell-vostro-5490-v4i3101wugray---i3--10110u4gb128gbssd14-fhdw10urban-gray1y.html,Laptop,Grey,14'
Pico00198,Laptop Lenovo V130-81HQ00U2VN  ,Lenovo,6999000,https://pico.vn/40627/mtxt-lenovo-v13014ikb--cel-3867u4gb256gbssd14-fhdw10hgrey1yr81hq00u2vn.html,Laptop,Grey,14'
Pico00199,Laptop Asus X509FA-EJ201T Core i5-8265U,Asus,13499000,https://pico.vn/40578/may-tinh-xach-tay-asus-x509faej201t--i58265u4gb1tbuma156-fhdwin-10bacfp2yw.html,Laptop,no color,14'
Pico00200,Laptop Dell Inspiron 3493 N4I5136W Core i5 -1035G1 Sliver,Dell,14199000,https://pico.vn/40572/mtxt-dell--inspiron-n3493--i5--1035g1-4gb-1tb-14-fhd-win10n4i5136wsilver-1yr.html,Laptop,Silver,14'
Pico00201,Laptop MSI Game GF75 9RCX-432VN Core i5-9300H,MSI,21299000,https://pico.vn/40571/msi-game-gf75-9rcx432vn--i59300h-8gb-256gbssd-gtx-1050ti4gb--173-fhd-win102yrs.html,Laptop,no color,14'
Pico00202,Máy Giặt Samsung WW10K44G0YW/SV 10Kg Trắng Inverter,Samsung,13490000,https://pico.vn/40477/may-giat-samsung-ww10k44g0ywsv-10kg--mau-trang--inverter.html,WashingMachine,front door
Pico00203,Laptop Asus D570D- E4028T R5-3500U Đen,Asus,15999000,https://pico.vn/40566/mtxt-asus-d570d-e4028t--r53500u8gb256gbssd-gtx-1050-4gb-156fhdwin-10den-2ys.html,Laptop,Black,14'
Pico00204,Máy Giặt Samsung WW90K44G0YW/SV 9Kg Trắng Inverter,Samsung,12490000,https://pico.vn/40476/may-giat-samsung-ww90k44g0ywsv--9kg--mau-trang--inverter.html,WashingMachine,front door
Pico00205,Laptop Lenovo Ideapad S145-15IWL 81MV00F0VN Core i3-8145U,Lenovo,10499000,https://pico.vn/40562/mtxt-lenovo-ideapad-s14515iwl---i38145u4gb256gbssd156-fhdwin10hgrey1y81mv00f0vn.html,Laptop,Grey,14'
Pico00206,Máy Giặt Sấy Inverter Samsung WD95K5410OX/SV Giặt 9.5 kg Sấy 7.0 kg,Samsung,15990000,https://pico.vn/40415/may-giat-say-inverter-samsung-wd95k5410oxsv--giat-95-kg-say-70-kg.html,WashingMachine,front door
Pico00207,Laptop Dell Inspiron N5593-N5I5402W-S Core i5 - 1035G1,Dell,16999000,https://pico.vn/40561/mtxt--inspiron-5593-n5i5402w-i5--1035g1-4gb1tb--128ssd2gbvga156-fhdw10silver1yr.html,Laptop,Silver,14'
Pico00208,Máy Giặt Inverter Electrolux EWF1042BDWA 10kg ,Electrolux,15990000,https://pico.vn/40414/may-giat-inverter-electrolux-ewf1042bdwa-10kg-made-in-thailand.html,WashingMachine,front door
Pico00209,Laptop Dell Inspiron N5391-N3I3001W-S Core i3 - 10110U,Dell,15299000,https://pico.vn/40560/mtxt-dell--inspiron-5391-n3i3001wsilver-i3--10110u-4gb128gbssd133-fhd-w10silver.html,Laptop,Silver,14'
Pico00210,Máy Giặt Lồng Đứng LG T2185VS2M Inverter 8.5 Kg Bạc,LG,6290000,https://pico.vn/40350/may-giat-long-dung-lg-t2185vs2m--inverter--mau-bac--85-kg.html,WashingMachine,upper door
Pico00211,Máy Giặt Lồng Đứng LG TH2111SSAL 11Kg Inverter,LG,10990000,https://pico.vn/40349/may-giat-long-dung-11kg-inverter-dan-dong-truc-tiep.html,WashingMachine,upper door
Pico00212,Máy Giặt Aqua AQD-DD950E.S DD Inverter 9.5 Kg,Aqua,12200000,https://pico.vn/40327/may-giat-aqua-dd-inverter-95-kg-aqddd950e-s--mau-xam.html,WashingMachine,front door
Pico00213,Máy Giặt Aqua DD Inverter 9.5 kg AQD-D950E W Màu Trắng,Aqua,9690000,https://pico.vn/40326/may-giat-aqua-dd-inverter-95-kg-aqdd950e-w--mau-trang.html,WashingMachine,front door
Pico00214,Máy Giặt Aqua DD Inverter 8.5 kg AQD-D850E W Màu Trắng,Aqua,7990000,https://pico.vn/40325/may-giat-aqua-dd-inverter-85-kg-aqdd850e-w--mau-trang.html,WashingMachine,front door
Pico00215,Máy Giặt Samsung WW10K54E0UW/SV 10kg Inverter,Samsung,15090000,https://pico.vn/40163/may-giat-samsung-ww10k54e0uwsv-10kg--inox-den--inverter.html,WashingMachine,front door
Pico00216,Máy Giặt Sấy Samsung WD19N8750KV/SV 19kg Giật/11kg Sấy,Samsung,30900000,https://pico.vn/40080/may-giat-samsung--wd19n8750kvsv--19kg11kg-say.html,WashingMachine,front door
Pico00217,Máy Giặt Sấy Electrolux inverter EWW1141AEWA - Giặt 11 kg - Sấy 7.0kg,Electrolux,22490000,https://pico.vn/40022/may-giat-say-inverter-eww1042aewa--giat-11-kg--say-70kg-made-in-thailand.html,WashingMachine,front door
Pico00218,Máy Giặt Aqua 12 Kg AQW-FR120CT.W ,Aqua,8990000,https://pico.vn/40021/may-giat-aqua-12-kg-aqwfr120ctw-mau-trang.html,WashingMachine,front door
Pico00219,Máy Giặt Aqua 10 Kg AQW-FR100ET.H ,Aqua,5860000,https://pico.vn/40020/may-giat-aqua-10-kg-aqwfr100eth-mau-xam-nhat.html,WashingMachine,upper door
Pico00220,Máy Giặt Aqua AQW-DR120CT.S 12 Kg Inverter Bạc,Aqua,10200000,https://pico.vn/40016/may-giat-aqua-inverter-12-kg-aqwdr120cts-mau-bac.html,WashingMachine,front door
Pico00221,Máy Giặt Aqua AQW-DR100ET.S 10 Kg Inverter Bạc,Aqua,7860000,https://pico.vn/40015/may-giat-aqua-inverter-10-kg-aqwdr100ets-mau-bac.html,WashingMachine,front door
Pico00222,Máy Giặt Sấy LG FG1405H3W1 10.5 Kg Giặt / 7Kg Sấy Inverter,LG,26900000,https://pico.vn/39974/may-giat-lg-fg1405h3w1--105-kg-giat--7kg-say--inverter.html,WashingMachine,front door
Pico00223,Máy Giặt Inverter Electrolux EWF9523BDWA - 9.5kg ,Electrolux,13990000,https://pico.vn/39921/may-giat-inverter-electrolux-ewf9523bdwa--95kg-made-in-thailand.html,WashingMachine,front door
Pico00224,Máy Giặt Aqua Inverter 8.5 kg AQD-A852ZT (W) - Màu Trắng,Aqua,6990000,https://pico.vn/39877/may-giat-aqua-inverter-85-kg-aqda852zt-w--mau-trang.html,WashingMachine,upper door
Pico00225,Máy Giặt Lồng Ngang LG FC1409S4W 9.0 Kg Inverter,LG,11490000,https://pico.vn/39856/may-giat--long-ngang-lg-fc1409s4w-giat-90-kg-dd--inverter.html,WashingMachine,front door
Pico00226,Máy Giặt Inverter Electrolux EWF1024BDWA 10kg ,Electrolux,11990000,https://pico.vn/39836/may-giat-inverter-electrolux-ewf1024bdwa-10kg-long--ngang.html,WashingMachine,front door
Pico00227,Máy Giặt Inverter Electrolux EWF9523ADSA 9.5kg ,Electrolux,15490000,https://pico.vn/39832/may-giat-inverter-electrolux-ewf9523adsa-95kg-long--ngang.html,WashingMachine,front door
Pico00228,Máy Giặt Electrolux EWF9024ADSA 9.0 Kg Inverter,Electrolux,12790000,https://pico.vn/39827/may-giat-inverter-electrolux-ewf9024adsa-90kg-long--ngang.html,WashingMachine,front door
Pico00229,Máy Giặt Electrolux EWF8024ADSA 8kg Inverter ,Electrolux,10990000,https://pico.vn/39826/may-giat-inverter-electrolux-ewf8024adsa--8kg-long--ngang.html,WashingMachine,front door
Pico00230,Máy Giặt Electrolux EWF1142BEWA 11 Kg Inverter,Electrolux,19990000,https://pico.vn/39749/may-giat-inverter-electrolux-ewf1142bewa--11-kg--made-in-thailan.html,WashingMachine,front door
Pico00231,Máy Giặt Electrolux EWF1023BEWA 10 Kg Inverter,Electrolux,16490000,https://pico.vn/39748/may-giat-inverter-electrolux-ewf1023bewa10kg-long--ngang.html,WashingMachine,front door
Pico00232,Máy Giặt Electrolux EWF1023BESA 10 Kg Inverter,Electrolux,17990000,https://pico.vn/39747/may-giat-inverter-electrolux-ewf1023besa--10-kg--made-in-thailan.html,WashingMachine,front door
Pico00233,Máy Giặt Electrolux EWF9023BDWA 9.0 Kg Inverter ,Electrolux,13990000,https://pico.vn/39646/may-giat-inverter-electrolux-ewf9023bdwa--90kg.html,WashingMachine,front door
Pico00234,Máy Giặt Sấy Inverter Electrolux EWW1042AEWA - Giặt 10 kg - Sấy 7.0kg,Electrolux,19990000,https://pico.vn/39642/may-giat-say-inverter-eww1042aewa--giat-10-kg--say-70kg.html,WashingMachine,front door
Pico00235,Máy Giặt Inverter Electrolux EWF8024BDWA - 8kg ,Electrolux,10690000,https://pico.vn/39551/may-giat-inverter-electrolux-ewf8024bdwa--8kg-long--ngang-inverter.html,WashingMachine,front door
Pico00236,Máy Giặt Aqua AQW-S80CT - 8kg,Aqua,4640000,https://pico.vn/39522/may-giat-aqua-aqws80ct--8kg--kinh-chiu-luc.html,WashingMachine,upper door
Pico00237,Máy Giặt Aqua AQW-FW105ATN -  10.5 kg ,Aqua,6470000,https://pico.vn/39521/may-giat-aqua-aqwfw105atn---105-kg-mau-vang.html,WashingMachine,upper door
Pico00238,Máy Giặt Aqua AQD-D1000C(N) 10 Kg DD Inverter ,Aqua,11990000,https://pico.vn/39450/may-giat-long-ngang-aqua-aqdd1000c-n--10-kg--dd-inverter--mau-vang-kim.html,WashingMachine,front door
Pico00239,Máy giặt Aqua AQD-A982ZT(W) 9.8 Kg Inverter Trắng,Aqua,7290000,https://pico.vn/39449/may-giat-aqua-inverter-aqda982zt--w---98-kg-mau-trang.html,WashingMachine,front door
Pico00240,Máy Giặt Aqua AQW-S90CT 9kg ,Aqua,5290000,https://pico.vn/39392/may-giat-aqua-aqws90ct--9kg--kinh-chiu-luc.html,WashingMachine,upper door
Pico00241,Máy Giặt Samsung WW10K54E0UXSV 10kg Inox Đen Inverter,Samsung,16990000,https://pico.vn/39385/may-giat-samsung-ww10k54e0uxsv-10kg--inox-den--inverter.html,WashingMachine,front door
Pico00242,Máy Giặt Samsung WW80J52G0KW/SV Inverter,Samsung,8790000,https://pico.vn/39383/may-giat-samsung-ww80j52g0kwsv--8kg--mau-trang--inverter.html,WashingMachine,front door
Pico00243,Máy Giặt  Electrolux EWF9025BQWA  9 Kg Inverter,Electrolux,8990000,https://pico.vn/39138/may-giat--electrolux-ewf9025bqwa--9kg-inverter.html,WashingMachine,front door
Pico00244,Máy Giặt Toshiba TW-BH95S2V - 8.5kg Inverter,Toshiba,8990000,https://pico.vn/39125/may-giat-toshiba-twbh95s2v--85kg--mau-trang--inverter.html,WashingMachine,front door
Pico00245,Máy Giặt Toshiba TW-BH85S2V - 7.5kg Inverter,Toshiba,8490000,https://pico.vn/39124/may-giat-toshiba-twbh85s2v--75kg--mau-trang--inverter.html,WashingMachine,front door
Pico00246,Máy Giặt Lồng Đứng LG T2555VS2M 15.5 Kg Smart Inverter,LG,10990000,https://pico.vn/39112/may-giat-long-dung-lg-t2555vs2m--155-kg-smart-inverter.html,WashingMachine,upper door
Pico00247,Máy Giặt Lồng Đứng LG T2553VS2M 13.5 Kg Smart Inverter,LG,9990000,https://pico.vn/39111/may-giat-long-dung-lg-t2553vs2m--135-kg-smart-inverter.html,WashingMachine,upper door
Pico00248,Máy Giặt Electrolux EWF9025BQSA 9kg Inverter,Electrolux,10990000,https://pico.vn/38962/may-giat--electrolux-ewf9025bqsa--9kg-inverter.html,WashingMachine,front door
Pico00249,Máy Giặt Bosch WAP28480SG 9.0kg,Bosch,21990000,https://pico.vn/38953/may-giat-bosch-wap28480sg--90kg.html,WashingMachine,front door
Pico00250,Máy Giặt Sấy Bosch WVG30462SG 8kg Giặt /5kg Sấy,Bosch,26990000,https://pico.vn/38880/may-giat--say-bosch-wvg30462sg-8kg-giat-5kg-say.html,WashingMachine,front door
Pico00251,Máy Giặt Electrolux EWF8025CQSA 8 Kg Inverter,Electrolux,8890000,https://pico.vn/38701/may-giat--electrolux-ewf8025cqsa--8kg-long--ngang-inverter.html,WashingMachine,front door
Pico00252,Máy Giặt Electrolux  EWF7525DQWA 7.5kg Inverter,Electrolux,7990000,https://pico.vn/38700/may-giat-electrolux-ewf7525dqwa--75kg-long-ngang.html,WashingMachine,front door
Pico00253,Máy Giặt Panasonic NA-FS10V7LRV 10 kg  Inverter,Panasonic,10590000,https://pico.vn/38629/may-giat-panasonic-nafs10v7lrv-10-kg--inverter--giat-nuoc-nong.html,WashingMachine,front door
Pico00254,Máy Giặt Panasonic NA-FS10X7LRV 10 kg Inverter ,Panasonic,9590000,https://pico.vn/38628/may-giat-panasonic-nafs10x7lrv--10-kg-inverter--3chuong-trinh-giat.html,WashingMachine,front door
Pico00255,Máy Giặt Panasonic NA-FS85X7LRV 8.5 kg,Panasonic,8290000,https://pico.vn/38627/may-giat-panasonic-85-kg--inverter.html,WashingMachine,front door
Pico00256,Máy Giặt Panasonic NA-FS95V7LRV 9.5 kg Màu bạc Inverter,Panasonic,9990000,https://pico.vn/38626/may-giat-panasonic-nafs95v7lrv--95-kg-mau-bac--inverter.html,WashingMachine,front door
Pico00257,Máy Giặt Panasonic NA-FS95X7LRV 9.5 kg Màu Bạc Inverter,Panasonic,8990000,https://pico.vn/38625/may-giat-panasonic-nafs95x7lrv--95-kg-mau-bac--inverter.html,WashingMachine,front door
Pico00258,Máy Giặt Toshiba TW-BH105M4V 9.5 Kg Trắng Inverter,Toshiba,11790000,https://pico.vn/38609/may-giat-toshiba-twbh105m4v--95kg--mau-trang--inverter.html,WashingMachine,front door
